,long_name,player_positions,overall,value_eur,age,club_position,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
3028,Oihan Sancet Tirapu,"ST, CAM",73,7000000.0,21,SUB,Right,4,4,1,71.0,71.0,67.0,76.0,51.0,55.0,55,72,71,75,69,75,60,41,68,80,69,72,78,73,58,70,53,59,60,72,40,59,77,72,66,72
3033,Florian Krüger,"ST, LW, LM",73,7000000.0,22,SUB,Right,3,3,1,86.0,72.0,55.0,72.0,22.0,70.0,47,77,61,64,64,72,47,34,46,74,88,85,70,72,68,73,65,72,72,61,63,14,76,61,63,65
3036,古橋 亨梧,"ST, LM",73,4000000.0,26,LW,Right,4,3,1,82.0,74.0,68.0,76.0,41.0,63.0,67,75,64,69,73,75,72,64,70,73,79,84,86,74,84,72,69,86,49,74,70,36,77,67,70,69
3040,Harvey Elliott,"RW, CM",73,7000000.0,18,SUB,Left,4,4,1,79.0,62.0,71.0,78.0,30.0,41.0,72,64,40,73,48,77,56,57,68,77,82,77,87,69,86,60,40,66,33,62,32,30,67,76,59,70
3044,Sékou Koïta,ST,73,7000000.0,21,RES,Left,4,3,1,91.0,74.0,62.0,76.0,35.0,72.0,63,75,59,67,73,75,70,58,52,73,92,91,90,72,89,75,87,72,70,74,73,32,73,58,71,71
3050,Joel Ngandu Kayamba,"RW, RM, LW",73,3000000.0,29,RW,Right,4,4,1,87.0,65.0,67.0,77.0,30.0,54.0,73,64,54,69,61,77,65,53,65,75,87,87,90,69,86,65,66,71,44,66,54,28,66,65,64,65
3061,Rayan Mathis Cherki,"RW, LW",73,7000000.0,17,SUB,Left,5,5,1,72.0,67.0,68.0,81.0,21.0,58.0,70,64,28,69,57,84,77,72,59,79,75,70,84,67,83,76,34,55,63,66,57,22,69,68,61,73
3064,Randy Nteka,"ST, CAM, CM",73,7000000.0,23,SUB,Left,3,3,1,75.0,72.0,65.0,73.0,58.0,82.0,56,71,71,72,64,72,57,44,65,74,77,74,78,68,77,77,80,79,86,70,77,63,72,69,73,69
3065,Brian Ebenezer Adjei Brobbey,ST,73,7500000.0,19,SUB,Right,4,3,1,83.0,71.0,54.0,68.0,30.0,81.0,35,75,69,69,58,64,49,39,53,72,81,85,59,67,84,72,89,66,92,63,69,26,74,52,66,74
3072,Fernando Niño Rodríguez,ST,73,6500000.0,20,SUB,Right,3,3,1,67.0,74.0,59.0,68.0,35.0,69.0,52,78,74,73,68,67,54,37,53,70,68,67,68,74,61,74,73,70,74,70,52,31,76,55,65,57
3076,Arnaud Kalimuendo-Muinga,ST,73,6500000.0,19,SUB,Right,3,3,1,82.0,72.0,52.0,74.0,29.0,65.0,47,74,70,58,71,74,57,39,40,73,82,82,75,69,81,72,59,60,71,71,60,23,74,58,62,69
3078,Ercan Kara,ST,73,4100000.0,25,ST,Right,3,2,1,75.0,75.0,51.0,61.0,28.0,85.0,32,75,76,63,69,59,63,62,35,66,69,79,61,69,33,80,66,84,92,73,72,17,71,56,69,70
3080,三笘 薫,"LW, LM",73,4600000.0,24,SUB,Right,3,4,1,78.0,69.0,67.0,77.0,49.0,62.0,57,73,42,76,65,78,65,58,61,76,80,76,84,74,67,63,65,68,60,68,58,53,70,70,58,73
3081,Francisco Evanilson de Lima Barbosa,ST,73,7000000.0,21,SUB,Right,4,2,1,72.0,75.0,58.0,69.0,25.0,63.0,32,78,75,72,69,72,67,40,59,71,73,71,63,60,62,75,64,68,73,71,29,16,79,59,69,67
3095,Jimmy Briand,ST,72,1000000.0,35,SUB,Right,3,3,2,59.0,71.0,71.0,71.0,46.0,70.0,70,72,73,75,71,71,68,65,67,71,55,63,66,75,66,72,75,62,74,68,70,42,75,72,72,75
3099,Muhammet Demir,"ST, CF",72,2300000.0,29,RS,Right,4,3,1,72.0,74.0,69.0,71.0,37.0,67.0,64,71,71,72,75,69,78,73,63,73,74,71,76,69,78,79,78,66,67,74,65,32,73,70,71,70
3107,Billy Sharp,ST,72,1000000.0,35,RS,Right,3,2,1,56.0,74.0,62.0,65.0,39.0,67.0,61,79,76,66,74,58,65,55,53,71,60,52,64,77,71,72,55,53,72,64,75,33,80,65,75,82
3109,Claudiu Andrei Keșerü,ST,72,1100000.0,34,ST,Left,3,3,1,71.0,74.0,66.0,70.0,41.0,72.0,65,74,67,66,70,68,73,75,60,70,73,70,75,65,77,79,70,68,76,71,69,40,77,69,74,70
3114,Shane Patrick Long,ST,72,1100000.0,34,SUB,Right,2,3,2,81.0,69.0,61.0,72.0,36.0,67.0,72,68,76,64,67,74,54,37,49,71,83,80,69,74,72,73,92,58,64,64,80,42,76,63,72,67
3128,Rouwen Hennings,ST,72,1500000.0,33,ST,Left,3,3,1,58.0,78.0,61.0,66.0,40.0,75.0,60,79,72,63,71,64,70,68,57,68,60,57,60,72,67,82,72,72,76,76,75,36,74,58,79,69
3130,Mario Gavranović,"ST, CAM",72,2000000.0,31,RES,Right,4,3,1,62.0,72.0,59.0,71.0,38.0,64.0,50,75,78,65,73,68,56,55,56,74,65,60,78,65,83,78,85,61,67,58,56,43,75,61,76,65
3135,Anthony Modeste,ST,72,1500000.0,33,RS,Right,4,3,2,62.0,72.0,63.0,69.0,35.0,77.0,62,72,78,67,75,69,66,56,55,70,60,63,65,76,62,73,85,58,86,70,75,15,73,62,78,74
3146,Mehdi Carcela-González,"RW, RM, CAM",72,1900000.0,32,SUB,Left,3,4,2,71.0,69.0,69.0,77.0,32.0,48.0,68,66,32,70,66,79,75,71,69,75,75,67,80,66,77,74,73,53,44,70,47,33,72,67,70,78
3148,Tomáš Pekhart,ST,72,1900000.0,32,ST,Right,3,2,1,50.0,72.0,53.0,59.0,33.0,77.0,36,73,78,67,70,58,46,34,45,68,48,52,34,76,34,75,73,72,88,65,56,28,83,59,69,73
3152,Massimo Coda,ST,72,1900000.0,32,ST,Right,4,3,1,63.0,74.0,51.0,69.0,25.0,62.0,35,76,75,62,63,67,67,68,39,73,67,59,62,73,64,77,53,55,72,72,50,26,75,48,67,70
3156,Federico Macheda,"ST, LW, CF",72,2300000.0,29,ST,Right,3,3,2,69.0,73.0,58.0,71.0,30.0,63.0,59,75,70,68,72,71,69,51,25,74,67,70,70,68,65,73,70,65,71,69,41,35,75,63,72,70
3167,Fredrik Gulbrandsen,"ST, LW",72,2400000.0,28,ST,Right,3,3,1,86.0,70.0,61.0,74.0,36.0,76.0,61,70,61,67,67,73,68,53,51,73,87,86,85,69,83,77,89,81,74,67,71,38,74,56,59,62
3178,Bengali-Fodé Koita,"ST, RW",72,2300000.0,30,SUB,Right,5,3,1,79.0,69.0,60.0,70.0,23.0,68.0,62,71,71,67,60,72,52,42,52,73,74,83,69,65,54,79,77,65,85,60,26,27,70,57,61,57
3181,Yoric Ravet,"RW, RM",72,1900000.0,31,RM,Right,3,3,1,72.0,67.0,72.0,74.0,38.0,67.0,75,62,50,74,60,73,73,69,65,73,73,72,77,72,78,77,52,80,65,69,57,40,74,73,61,72
3186,Håvard Kallevik Nielsen,"ST, CAM",72,2500000.0,27,CAM,Right,4,3,1,79.0,70.0,67.0,71.0,42.0,75.0,66,71,66,73,71,72,64,36,59,73,71,85,67,72,63,75,72,79,77,64,66,43,73,70,56,71
3187,Kamil Antoni Wilczek,ST,72,1500000.0,33,SUB,Left,3,3,1,60.0,73.0,65.0,68.0,41.0,81.0,62,74,73,68,69,67,56,43,64,71,64,56,61,73,68,79,81,72,86,66,79,56,75,69,67,70
3191,Patrick Mortensen,ST,72,2000000.0,31,LS,Right,3,2,1,52.0,72.0,54.0,66.0,33.0,81.0,39,76,74,67,65,64,38,33,40,72,54,51,61,70,51,79,91,79,88,57,64,26,78,64,78,73
3198,Maxime Kristof Lestienne,"LW, RW, LM",72,2300000.0,29,SUB,Left,4,3,1,76.0,70.0,69.0,75.0,36.0,53.0,70,69,52,67,69,75,73,69,69,73,77,75,84,70,79,73,76,66,43,70,54,35,72,70,67,73
3210,Guido Burgstaller,ST,72,1900000.0,32,RS,Right,5,3,1,59.0,72.0,66.0,69.0,39.0,80.0,69,70,74,73,72,70,62,42,58,69,54,63,62,78,62,79,72,77,80,70,84,34,77,64,64,77
3223,Charlie Austin,ST,72,2000000.0,31,RS,Right,2,2,1,50.0,75.0,57.0,66.0,36.0,69.0,56,74,78,62,72,63,59,43,46,73,50,50,61,74,52,80,74,48,80,69,66,44,77,62,81,76
3228,Khouma El Hadji Babacar,ST,72,2400000.0,28,SUB,Right,3,3,2,66.0,72.0,55.0,71.0,32.0,69.0,50,72,74,64,74,72,64,60,46,73,64,68,69,68,59,79,75,52,83,62,56,20,75,48,77,70
3232,Pascal Testroet,ST,72,2300000.0,30,SUB,Right,4,3,1,63.0,74.0,57.0,66.0,38.0,78.0,57,77,65,64,68,64,77,39,41,69,66,61,60,70,74,78,76,73,84,65,70,35,77,58,70,62
3234,Sergio Ezequiel Araújo,ST,72,2300000.0,29,ST,Right,4,3,1,74.0,75.0,61.0,73.0,33.0,59.0,55,75,60,63,73,70,81,59,59,77,74,74,75,75,71,78,61,67,65,75,32,20,70,62,69,66
3246,Ilija Nestorovski,ST,72,2000000.0,31,RES,Left,3,3,1,68.0,74.0,52.0,69.0,35.0,74.0,39,79,70,66,66,70,65,62,45,70,71,65,63,71,74,68,72,76,76,69,69,27,78,42,72,68
3248,Pablo Chavarría,"ST, RM",72,1500000.0,33,SUB,Right,4,3,1,67.0,72.0,68.0,73.0,36.0,76.0,67,75,70,72,63,73,57,58,62,74,65,69,71,73,69,73,81,81,76,67,70,28,73,71,67,69
3252,Michael Gregoritsch,"ST, CAM",72,2500000.0,27,SUB,Left,3,4,2,60.0,73.0,72.0,70.0,41.0,71.0,65,71,73,74,75,71,81,76,70,73,53,65,59,75,52,79,34,69,81,73,58,33,72,73,64,68
3264,Benito Raman,"ST, RM, LM",72,3100000.0,26,RS,Right,4,3,1,85.0,73.0,65.0,75.0,33.0,61.0,65,72,64,69,73,74,68,67,57,72,89,81,90,75,85,76,71,80,46,72,73,31,72,64,65,69
3286,Yoann Touzghar,ST,72,1100000.0,34,ST,Right,3,3,1,71.0,73.0,61.0,72.0,24.0,69.0,51,76,73,67,71,70,51,55,57,72,69,73,82,64,75,71,84,67,75,67,55,18,73,66,70,72
3305,Jan Kopic,"LW, RW",72,1900000.0,31,SUB,Right,3,3,1,76.0,70.0,70.0,71.0,36.0,60.0,74,67,48,69,67,72,68,69,64,70,77,76,75,67,70,75,59,70,58,76,53,32,71,73,59,74
3307,Michael Krmenčík,ST,72,2400000.0,28,SUB,Right,4,3,1,68.0,72.0,59.0,68.0,27.0,77.0,55,75,76,67,67,68,56,53,44,72,60,74,66,68,47,72,58,58,87,65,78,23,73,64,67,66
3315,Isaac Kiese Thelin,ST,72,2300000.0,29,SUB,Right,3,3,1,58.0,71.0,61.0,66.0,37.0,83.0,46,74,77,69,66,65,48,35,59,68,48,67,63,74,51,71,69,78,88,63,78,32,76,72,72,73
3321,Bi Sylvestre Franck Fortune Boli,ST,72,2500000.0,27,SUB,Right,3,3,1,76.0,72.0,48.0,70.0,27.0,71.0,36,80,70,56,52,71,49,37,43,69,78,74,70,71,77,72,87,69,78,59,53,14,74,51,67,67
3322,Philipp Hofmann,ST,72,2400000.0,28,ST,Left,2,2,1,55.0,73.0,50.0,60.0,34.0,79.0,31,75,79,63,64,59,46,31,43,68,46,62,46,72,34,83,52,59,92,63,78,23,73,58,62,72
3331,Michael Frey,ST,72,2600000.0,26,ST,Right,4,3,1,62.0,74.0,61.0,66.0,36.0,88.0,48,74,71,69,62,64,60,35,58,72,58,65,60,68,49,76,67,86,91,72,86,30,76,67,76,76
3338,Siebe Schrijvers,"CF, CAM, ST",72,3400000.0,24,SUB,Right,4,4,1,68.0,72.0,72.0,73.0,52.0,63.0,69,73,60,73,78,72,73,72,70,74,70,67,78,71,73,73,72,71,57,69,67,58,75,74,68,77
3353,Gianluca Lapadula Vargas,ST,72,2000000.0,31,ST,Left,3,3,2,72.0,71.0,57.0,74.0,24.0,63.0,50,74,72,67,75,73,68,69,34,74,72,72,78,74,78,70,77,63,54,61,81,19,76,60,71,70
3356,Luiz Phellype Luciano Silva,ST,72,2700000.0,27,SUB,Right,3,3,1,52.0,75.0,60.0,68.0,30.0,79.0,62,74,79,63,73,70,66,67,47,71,52,52,58,70,46,81,67,69,85,72,80,31,74,61,75,73
3360,Tyler Dominic Boyd,"RW, LW",72,2800000.0,26,RM,Right,4,3,1,85.0,71.0,64.0,75.0,18.0,64.0,66,71,44,68,75,75,74,70,44,72,86,85,83,69,86,79,59,68,63,65,63,12,68,67,65,64
3367,Adis Jahović,ST,72,1100000.0,34,ST,Right,3,3,1,65.0,73.0,50.0,65.0,33.0,76.0,36,75,76,64,67,67,51,40,43,67,64,65,60,65,47,77,63,55,87,65,78,20,75,48,78,68
3368,Pione Sisto Ifolo Emirmija,"LW, LM",72,2800000.0,26,LW,Right,4,4,1,70.0,70.0,70.0,78.0,47.0,60.0,70,70,50,70,65,80,72,73,65,76,72,68,80,65,86,75,85,68,62,68,37,49,69,70,66,70
3388,Mikael Uhre,ST,72,2900000.0,26,LS,Right,4,2,1,89.0,69.0,50.0,68.0,33.0,77.0,41,73,65,56,54,68,52,32,41,68,87,91,73,67,61,72,72,77,83,60,64,17,77,60,62,61
3424,Carlos Manuel Cardoso Mané,"RW, LW",72,2500000.0,27,SUB,Right,2,4,1,88.0,68.0,65.0,78.0,41.0,47.0,65,65,64,66,72,80,81,42,60,71,90,87,90,65,90,77,66,62,35,66,55,49,65,69,65,73
3427,Sandro Ramírez Castillo,ST,72,3100000.0,25,LS,Right,4,3,2,64.0,75.0,65.0,76.0,30.0,62.0,65,70,62,68,74,77,80,76,59,78,68,60,76,73,73,84,67,54,66,76,62,33,77,56,69,65
3431,Jack Byrne,"RW, CAM, RM",72,3100000.0,25,SUB,Right,3,3,1,75.0,68.0,72.0,73.0,52.0,68.0,73,68,49,72,52,72,72,75,71,71,77,74,83,68,75,70,68,74,67,72,63,50,66,73,68,72
3442,Gennaro Tutino,"ST, LW",72,3600000.0,24,ST,Right,3,3,1,77.0,72.0,71.0,75.0,35.0,64.0,70,70,65,72,72,76,72,71,68,75,77,77,76,74,73,75,73,68,66,71,52,25,72,72,75,59
3444,Antonio-Mirko Čolak,ST,72,2500000.0,27,ST,Right,4,3,1,71.0,73.0,55.0,67.0,34.0,76.0,47,77,72,63,70,66,51,38,42,69,67,74,64,72,55,69,71,78,77,71,71,28,76,63,64,68
3445,Juan José Narváez Solarte,"ST, LM",72,3100000.0,26,LS,Right,3,3,1,78.0,73.0,66.0,74.0,55.0,67.0,65,72,67,70,61,75,67,42,68,74,77,79,74,63,76,76,69,66,74,76,49,58,68,65,69,66
3454,Enzo Crivelli,"ST, LW",72,2900000.0,26,SUB,Right,3,2,1,63.0,70.0,62.0,67.0,36.0,85.0,53,69,78,70,69,67,59,49,59,71,56,69,61,74,45,78,78,80,87,64,87,25,75,63,62,68
3482,Florin Lucian Tănase,"CF, CAM, ST",72,2600000.0,26,RES,Right,3,3,1,75.0,72.0,71.0,70.0,50.0,62.0,70,73,64,72,67,70,73,70,71,71,76,74,80,72,53,72,66,84,51,68,63,61,71,72,77,64
3492,Sergi Canós Tenés,"LW, LWB, RWB",72,3400000.0,24,RWB,Right,3,3,1,71.0,69.0,67.0,74.0,54.0,68.0,72,70,51,68,58,76,59,56,59,72,74,69,78,69,84,71,62,65,68,69,75,52,71,72,53,62
3494,Thomas Goiginger,"CF, RW",72,2400000.0,28,SUB,Right,3,4,1,87.0,68.0,70.0,72.0,35.0,62.0,71,70,54,70,59,73,72,64,65,72,87,87,75,67,70,70,52,77,57,65,57,37,72,73,62,65
3497,Leonardo Mancuso,"ST, LW",72,2300000.0,29,RS,Right,4,4,1,76.0,72.0,62.0,74.0,34.0,68.0,62,75,64,64,70,72,63,41,57,73,72,80,81,72,80,71,70,85,67,64,50,36,76,66,70,71
3502,Mamadou Sylla Diallo,"ST, RM, LM",72,2700000.0,27,SUB,Right,4,3,1,76.0,72.0,61.0,71.0,37.0,72.0,57,74,71,70,65,73,65,42,41,70,77,76,74,68,68,73,79,76,74,70,59,36,73,69,62,68
3505,Diederrick Joel Tagueu Tadjo,"ST, LW",72,2700000.0,27,SUB,Left,3,3,1,70.0,70.0,58.0,70.0,29.0,70.0,59,74,80,65,67,70,47,40,51,72,70,70,67,69,72,74,86,71,70,59,65,31,71,57,72,68
3509,Karlan Ahearne-Grant,"ST, LW, LM",72,3700000.0,23,LW,Right,3,3,1,86.0,73.0,62.0,72.0,33.0,65.0,66,75,62,66,65,73,63,63,43,72,85,87,73,71,63,73,72,76,71,72,35,29,71,67,74,61
3513,Sabin Merino Zuloaga,"ST, LM, RM",72,2300000.0,29,ST,Right,3,3,1,72.0,71.0,65.0,69.0,51.0,65.0,65,74,81,63,72,72,67,66,62,71,66,76,65,71,37,68,62,63,68,67,60,46,74,70,72,73
3523,Henk Veerman,ST,72,2300000.0,30,ST,Right,4,2,1,73.0,71.0,47.0,58.0,30.0,81.0,29,77,77,65,55,58,29,34,42,65,67,77,34,72,32,76,72,70,92,60,69,29,74,47,62,71
3525,Theoson-Jordan Siebatcheu Pefok,ST,72,3300000.0,25,LS,Right,3,3,1,66.0,71.0,59.0,70.0,29.0,74.0,52,76,74,69,67,71,61,43,51,72,67,65,64,70,63,72,78,72,84,61,50,28,74,60,67,69
3526,Bart Ramselaar,"LW, CM, CAM",72,3100000.0,25,LW,Right,3,3,1,83.0,67.0,66.0,75.0,52.0,67.0,62,67,54,69,65,75,69,55,66,75,85,82,81,71,76,68,56,77,63,66,66,48,70,66,58,69
3555,Sergio Guardiola Navarro,ST,72,2300000.0,30,SUB,Left,2,3,1,73.0,72.0,60.0,71.0,30.0,78.0,52,73,68,70,69,69,68,55,41,76,70,76,77,55,69,74,73,74,81,68,75,28,79,63,63,65
3559,Benjamin Tetteh,ST,72,3600000.0,23,LS,Right,2,3,1,78.0,67.0,53.0,70.0,24.0,78.0,43,70,74,61,60,73,41,26,52,72,75,81,66,67,55,66,65,65,90,61,66,19,75,58,63,62
3602,Gustavo Affonso Sauerbeck,"RW, CM",72,2400000.0,28,RW,Left,3,4,1,68.0,69.0,70.0,76.0,55.0,71.0,73,67,48,72,58,76,75,70,64,77,69,67,75,73,70,73,64,82,67,72,68,41,70,68,62,72
3615,Moussa Koné,ST,72,3400000.0,24,ST,Right,3,3,1,91.0,68.0,57.0,74.0,32.0,65.0,53,73,60,69,61,72,56,27,46,74,91,91,82,73,78,59,76,69,66,67,57,31,77,55,70,69
3617,Reiss Nelson,RW,72,5500000.0,21,SUB,Right,3,4,1,85.0,65.0,66.0,76.0,34.0,53.0,65,69,39,68,55,77,66,67,58,76,85,85,83,65,76,67,41,64,53,54,42,42,71,67,60,60
3619,Simon Bokoté Banza,ST,72,3200000.0,24,ST,Right,2,2,1,69.0,71.0,49.0,71.0,30.0,71.0,34,74,73,57,66,71,54,31,40,71,69,69,69,74,66,69,77,66,74,69,67,14,76,58,67,67
3625,Janni-Luca Serra,ST,72,3600000.0,23,SUB,Left,4,2,1,61.0,72.0,52.0,61.0,37.0,77.0,46,74,76,62,70,61,43,28,35,70,49,71,47,65,37,80,60,71,89,63,60,23,76,60,60,55
3637,三好 康児,"CF, RM, CAM",72,3600000.0,24,SUB,Left,3,3,1,78.0,69.0,70.0,77.0,46.0,54.0,66,67,37,73,61,76,72,71,64,75,86,72,94,72,91,73,88,72,46,73,43,43,68,72,64,64
3641,鈴木 優磨,ST,72,3300000.0,25,ST,Right,3,3,1,70.0,71.0,65.0,68.0,44.0,71.0,67,74,78,68,70,68,57,45,62,68,71,70,68,70,68,69,77,82,65,64,71,38,77,68,72,74
3645,Tarik Tissoudali,"ST, RW, LW",72,2400000.0,28,LS,Right,4,4,1,76.0,71.0,67.0,76.0,27.0,64.0,65,75,58,73,73,76,71,66,52,75,77,75,81,72,77,69,66,77,67,68,38,20,74,69,55,72
3646,Yakou Méïté,"ST, RM",72,3300000.0,25,SUB,Left,2,3,1,79.0,73.0,56.0,64.0,49.0,86.0,63,73,79,55,70,68,64,55,48,54,77,81,78,69,60,83,87,84,87,65,87,35,75,55,71,68
3658,Lourency do Nascimento Rodrigues,"LW, RW",72,3100000.0,25,SUB,Right,4,4,1,80.0,71.0,67.0,76.0,36.0,69.0,67,67,51,68,71,76,75,68,61,74,79,80,84,71,78,80,51,78,69,74,62,29,71,65,66,77
3659,Johannes Eggestein,"ST, RW",72,3700000.0,23,RES,Right,4,3,1,70.0,71.0,67.0,74.0,37.0,61.0,66,74,68,71,70,74,63,42,68,76,76,65,76,72,71,72,71,72,64,65,37,37,73,68,66,71
3664,Bakery Jatta,"RW, LW, RM",72,3400000.0,23,RW,Right,3,3,1,86.0,70.0,64.0,70.0,38.0,75.0,70,71,55,67,59,75,57,49,54,67,84,87,69,62,62,77,61,80,78,64,63,30,74,68,61,70
3669,Josh Maja,ST,72,3800000.0,22,SUB,Right,3,3,1,76.0,71.0,62.0,73.0,28.0,58.0,51,73,65,73,62,74,62,44,56,74,74,77,68,74,71,70,56,62,65,68,38,14,74,64,65,74
3674,Giorgi Kvilitaia,ST,72,2500000.0,27,LS,Right,4,2,1,61.0,71.0,59.0,70.0,37.0,73.0,49,74,73,69,73,73,62,33,55,74,60,61,62,74,42,71,68,66,80,66,65,31,73,58,64,63
3680,Marc Cardona Rovira,"ST, LW",72,3000000.0,25,SUB,Right,3,3,1,75.0,71.0,61.0,71.0,27.0,61.0,57,72,72,70,68,72,60,52,51,73,76,74,71,74,60,73,62,61,65,67,50,24,74,58,63,66
3695,Florinel Teodor Coman,"LW, ST",72,4700000.0,23,RES,Right,3,4,1,83.0,69.0,68.0,72.0,43.0,67.0,68,69,56,70,53,71,70,71,65,72,82,84,80,68,79,74,62,71,70,72,58,44,68,67,63,71
3701,Dennis Srbeny,ST,72,2500000.0,27,ST,Right,3,3,1,65.0,69.0,58.0,69.0,33.0,72.0,49,73,68,66,60,69,56,35,48,73,67,64,65,76,44,74,77,71,77,57,58,30,77,66,65,73
3705,Carlos Daniel López Huesca,"ST, CAM, LW",72,2000000.0,31,SUB,Right,2,4,1,79.0,73.0,68.0,75.0,27.0,70.0,63,74,62,69,68,74,74,73,63,72,81,77,82,73,85,71,71,71,68,73,71,37,74,70,68,80
3712,Saba Lobzhanidze,"RW, LW",72,2800000.0,26,RW,Right,5,3,1,88.0,66.0,67.0,76.0,25.0,55.0,65,65,51,68,57,77,75,68,61,74,88,88,86,65,82,70,72,71,46,68,54,20,67,67,66,68
3732,Jonas Older Wind,"ST, CF",72,4800000.0,22,ST,Right,3,3,1,71.0,70.0,67.0,72.0,35.0,78.0,56,70,71,71,64,73,64,65,65,74,68,73,63,71,67,73,71,77,84,66,64,34,74,73,76,72
3745,João Klauss de Mello,ST,72,3600000.0,24,LS,Right,3,3,1,65.0,72.0,63.0,66.0,35.0,84.0,58,72,77,67,67,67,46,57,62,70,62,67,58,71,43,78,64,82,89,67,77,27,74,66,75,71
3771,Lassina Chamste Soudine Franck Traoré,ST,72,5000000.0,20,ST,Right,3,3,1,77.0,70.0,57.0,69.0,29.0,76.0,47,73,68,68,57,69,55,44,43,70,75,78,68,69,67,76,84,73,84,62,57,32,73,64,63,70
3805,Kamaldeen Sulemana,"LW, ST",72,5500000.0,19,SUB,Right,4,4,1,93.0,66.0,60.0,76.0,28.0,63.0,57,70,42,66,58,75,65,50,48,73,92,93,89,62,89,64,78,71,61,61,52,26,67,64,56,71
3808,Gonçalo Matias Ramos,"CF, ST",72,5500000.0,20,RES,Right,4,2,1,81.0,70.0,63.0,71.0,33.0,83.0,60,73,74,70,64,69,60,41,62,70,83,79,79,74,76,70,82,87,85,67,71,31,74,63,57,66
3810,Konrad de la Fuente,"LW, RW",72,5000000.0,19,LM,Right,4,3,1,83.0,64.0,68.0,73.0,19.0,49.0,74,67,37,71,56,75,64,45,57,73,85,81,77,60,84,64,51,47,57,60,31,13,66,72,64,54
3827,Yuri de Souza Fonseca,ST,71,650000.0,38,LS,Right,4,3,1,66.0,73.0,60.0,69.0,36.0,71.0,62,75,70,63,75,70,76,62,48,69,64,67,67,70,56,70,71,66,82,70,49,42,74,59,73,71
3892,Ádám Szalai,ST,71,1200000.0,33,SUB,Right,3,3,2,33.0,72.0,58.0,63.0,43.0,77.0,49,73,81,67,70,63,58,42,48,70,34,33,34,74,54,80,43,53,91,61,82,44,76,64,75,78
3898,Bruno Ferreira Bonfim,ST,71,1500000.0,32,SUB,Right,4,4,1,77.0,69.0,66.0,74.0,47.0,71.0,59,70,65,72,69,75,66,46,58,75,80,75,68,68,75,68,65,72,73,68,68,45,69,71,64,72
3904,Mustapha Yatabaré,ST,71,800000.0,35,SUB,Right,3,3,1,63.0,73.0,60.0,66.0,31.0,75.0,59,74,75,63,60,67,52,46,57,69,63,63,62,66,50,79,74,70,81,69,68,21,70,62,67,60
3912,Manuel Schäffler,ST,71,1500000.0,32,RS,Right,3,2,1,59.0,74.0,52.0,62.0,32.0,77.0,51,78,74,58,62,59,47,44,40,65,64,55,58,72,58,75,71,59,90,69,69,41,74,53,65,74
3914,Enrique González Casín,"ST, LM, RM",71,1600000.0,31,SUB,Left,3,3,1,72.0,70.0,64.0,71.0,43.0,67.0,69,70,70,64,68,69,66,59,61,67,76,69,92,77,75,69,82,66,74,67,49,44,79,62,71,70
3919,Björn Bergmann Sigurðarson,ST,71,1800000.0,30,SUB,Right,4,3,1,75.0,69.0,62.0,73.0,39.0,78.0,66,71,68,67,65,71,63,48,44,72,76,75,83,74,76,68,80,75,82,66,73,42,73,64,69,76
3924,Gökhan Töre,"RW, CF",71,1800000.0,29,SUB,Left,4,3,2,81.0,66.0,70.0,75.0,43.0,70.0,72,64,59,72,59,79,75,68,69,72,80,82,82,58,81,73,58,60,75,68,73,43,63,66,66,63
3937,Ilombé Mboyo,"ST, LM",71,900000.0,34,SUB,Right,3,3,1,67.0,70.0,68.0,71.0,40.0,75.0,68,71,70,70,60,73,62,66,65,72,66,68,66,67,59,71,72,68,81,68,71,38,74,71,78,73
3940,Torgeir Børven,ST,71,1900000.0,29,SUB,Right,4,2,1,71.0,71.0,58.0,68.0,33.0,69.0,56,74,70,62,68,65,62,64,42,70,73,69,74,70,65,71,82,82,73,64,37,22,74,61,65,66
3955,Antonino Ragusa,"RW, LW",71,1600000.0,31,SUB,Right,3,4,1,82.0,67.0,65.0,73.0,44.0,64.0,68,66,59,68,70,72,63,51,60,74,83,82,80,69,74,68,65,70,64,69,57,36,68,64,65,71
3957,Róbert Mak,"LW, RW, CAM",71,1800000.0,30,SUB,Right,4,3,2,75.0,69.0,68.0,72.0,37.0,58.0,71,71,58,67,69,76,75,61,64,70,83,69,74,58,62,71,64,53,62,66,55,52,70,69,58,70
3959,Abdul Majeed Waris,"ST, RW, RM",71,1900000.0,29,SUB,Right,3,3,2,87.0,69.0,66.0,73.0,37.0,65.0,62,67,66,71,63,72,55,50,59,71,88,87,83,69,85,75,79,64,62,69,72,35,74,71,65,73
3960,Stanislav Tecl,ST,71,1800000.0,30,RES,Right,3,3,1,81.0,66.0,63.0,70.0,39.0,75.0,58,68,73,67,69,68,56,51,57,71,75,85,70,67,81,65,74,76,75,61,75,39,78,69,66,68
